IP Origen,IP Destino/Dominio,Tipo
192.168.100.65,trafficapi.nl,DNS
199.7.91.13,trafficapi.nl,DNS
192.168.100.65,trafficapi.nl,DNS
194.0.25.24,trafficapi.nl,DNS
192.168.100.65,pns1.directdomain.nl,DNS
194.0.28.53,pns1.directdomain.nl,DNS
192.168.100.65,pns1.directdomain.nl,DNS
185.136.96.77,pns1.directdomain.nl,DNS
192.168.100.65,trafficapi.nl,DNS
45.32.236.18,trafficapi.nl,DNS
192.168.100.65,cselegance.com,DNS
192.33.14.30,cselegance.com,DNS
192.168.100.65,ns11.nazartt.net,DNS
192.12.94.30,ns11.nazartt.net,DNS
192.168.100.65,ns11.nazartt.net,DNS
51.68.189.56,ns11.nazartt.net,DNS
192.168.100.65,cselegance.com,DNS
209.58.172.101,cselegance.com,DNS
216.218.185.162,192.168.100.65,TCP FIN-ACK
103.27.73.70,192.168.100.65,TCP FIN-ACK
192.168.100.65,www.chatswhastapp.serveuser.com,DNS
192.31.80.30,www.chatswhastapp.serveuser.com,DNS
192.168.100.65,www.chatswhastapp.serveuser.com,DNS
172.105.55.163,www.chatswhastapp.serveuser.com,DNS
216.218.185.162,192.168.100.65,TCP FIN-ACK
216.218.185.162,192.168.100.65,TCP FIN-ACK
216.218.185.162,192.168.100.65,TCP FIN-ACK
216.218.185.162,192.168.100.65,TCP FIN-ACK
216.218.185.162,192.168.100.65,TCP FIN-ACK
103.27.73.70,192.168.100.65,TCP FIN-ACK
192.168.100.65,web.clefmedia.com,DNS
192.31.80.30,web.clefmedia.com,DNS
192.168.100.65,web.clefmedia.com,DNS
162.159.24.201,web.clefmedia.com,DNS
192.168.100.65,216.218.185.162,TCP FIN-ACK
192.168.100.65,217.20.116.145,TCP FIN-ACK
192.168.100.65,217.20.116.145,TCP FIN-ACK
192.168.100.65,216.218.185.162,TCP FIN-ACK
192.168.100.65,216.218.185.162,TCP FIN-ACK
192.168.100.65,217.20.116.145,TCP FIN-ACK
192.168.100.65,217.20.116.134,TCP FIN-ACK
192.168.100.65,217.20.116.134,TCP FIN-ACK
192.168.100.65,216.218.185.162,TCP FIN-ACK
192.168.100.65,216.218.185.162,TCP FIN-ACK
192.168.100.65,217.20.116.134,TCP FIN-ACK
192.168.100.65,217.20.116.145,TCP FIN-ACK
192.168.100.65,216.218.185.162,TCP FIN-ACK
192.168.100.65,217.20.116.134,TCP FIN-ACK
192.168.100.65,217.20.116.145,TCP FIN-ACK
192.168.100.65,217.20.116.134,TCP FIN-ACK
159.65.241.220,192.168.100.65,TCP FIN-ACK
192.168.100.65,217.20.116.145,TCP FIN-ACK
192.168.100.65,217.20.116.134,TCP FIN-ACK
204.16.169.54,192.168.100.65,TCP FIN-ACK
192.168.100.65,87.106.139.101,TCP FIN-ACK
192.168.100.65,nailpolishwraps.com,DNS
192.33.14.30,nailpolishwraps.com,DNS
192.168.100.65,13.248.169.48,TCP FIN-ACK
192.168.100.65,13.248.169.48,TCP FIN-ACK
192.168.100.65,13.248.169.48,TCP FIN-ACK
192.168.100.65,13.248.169.48,TCP FIN-ACK
192.168.100.65,13.248.169.48,TCP FIN-ACK
192.168.100.65,13.248.169.48,TCP FIN-ACK
192.168.100.65,159.65.241.220,TCP FIN-ACK
192.168.100.65,85.10.155.145,TCP FIN-ACK
85.10.155.145,192.168.100.65,TCP FIN-ACK
192.168.100.65,103.27.73.70,TCP FIN-ACK
192.168.100.65,103.27.73.70,TCP FIN-ACK
192.168.100.65,204.16.169.54,TCP FIN-ACK
192.168.100.65,103.27.73.70,TCP FIN-ACK
192.168.100.65,103.27.73.70,TCP FIN-ACK
192.168.100.65,myetherwallets.kr,DNS
192.228.79.201,myetherwallets.kr,DNS
192.168.100.65,myetherwallets.kr,DNS
210.101.62.1,myetherwallets.kr,DNS
192.168.100.65,pns2.regery.net,DNS
192.42.93.30,pns2.regery.net,DNS
192.168.100.65,aria.ns.cloudflare.com,DNS
162.159.8.55,aria.ns.cloudflare.com,DNS
192.168.100.65,pns2.regery.net,DNS
172.64.32.68,pns2.regery.net,DNS
192.168.100.65,myetherwallets.kr,DNS
188.40.168.197,myetherwallets.kr,DNS
192.168.100.65,pns3.regery.net,DNS
108.162.192.68,pns3.regery.net,DNS
192.168.100.65,myetherwallets.kr,DNS
188.40.168.194,myetherwallets.kr,DNS
192.168.100.65,pns1.regery.net,DNS
173.245.58.68,pns1.regery.net,DNS
192.168.100.65,103.27.73.70,TCP FIN-ACK
192.168.100.65,www.jochman.sk,DNS
192.58.128.30,www.jochman.sk,DNS
192.168.100.65,www.jochman.sk,DNS
212.18.249.16,www.jochman.sk,DNS
192.168.100.65,www.jochman.sk,DNS
217.31.48.201,www.jochman.sk,DNS
192.168.100.65,khaiy.com,DNS
192.31.80.30,khaiy.com,DNS
192.168.100.65,souffity.com,DNS
192.35.51.30,souffity.com,DNS
192.168.100.65,b-lizzard.pt,DNS
192.33.4.12,b-lizzard.pt,DNS
192.168.100.65,b-lizzard.pt,DNS
185.39.210.1,b-lizzard.pt,DNS
192.168.100.65,ns1.dnshati.com,DNS
192.12.94.30,ns1.dnshati.com,DNS
192.168.100.65,ns1.dnshati.com,DNS
195.22.8.67,ns1.dnshati.com,DNS
192.168.100.65,b-lizzard.pt,DNS
195.22.8.67,b-lizzard.pt,DNS
192.168.100.65,mail.tetapsendiri.com,DNS
192.26.92.30,mail.tetapsendiri.com,DNS
192.168.100.65,ec2-35-178-36-130.eu-west-2.compute.amazonaws.com,DNS
205.251.192.27,ec2-35-178-36-130.eu-west-2.compute.amazonaws.com,DNS
192.168.100.65,ec2-35-178-36-130.eu-west-2.compute.amazonaws.com,DNS
156.154.67.10,ec2-35-178-36-130.eu-west-2.compute.amazonaws.com,DNS
195.22.8.67,192.168.100.65,TCP FIN-ACK
192.168.100.65,103.27.73.70,TCP FIN-ACK
192.168.100.65,lapostebanquet.com,DNS
192.31.80.30,lapostebanquet.com,DNS
192.168.100.65,aahora.org,DNS
199.19.53.1,aahora.org,DNS
192.168.100.65,dns1.serv.net.mx,DNS
192.203.230.10,dns1.serv.net.mx,DNS
192.168.100.65,dns1.serv.net.mx,DNS
200.23.1.1,dns1.serv.net.mx,DNS
192.168.100.65,dns1.serv.net.mx,DNS
54.212.140.223,dns1.serv.net.mx,DNS
192.168.100.65,aahora.org,DNS
23.23.69.122,aahora.org,DNS
192.168.100.65,supergerminados.com,DNS
192.35.51.30,supergerminados.com,DNS
192.168.100.65,supergerminados.com,DNS
176.31.130.166,supergerminados.com,DNS
192.168.100.65,u7.innerpeer.com,DNS
192.12.94.30,u7.innerpeer.com,DNS
192.168.100.65,the-gordons.net,DNS
192.33.14.30,the-gordons.net,DNS
192.168.100.65,ns1stv.name.com,DNS
192.26.92.30,ns1stv.name.com,DNS
192.168.100.65,ns1stv.name.com,DNS
173.245.59.150,ns1stv.name.com,DNS
192.168.100.65,the-gordons.net,DNS
163.114.216.17,the-gordons.net,DNS
192.168.100.65,23.236.62.147,TCP FIN-ACK
23.236.62.147,192.168.100.65,TCP FIN-ACK
23.236.62.147,192.168.100.65,TCP FIN-ACK
192.168.100.65,23.236.62.147,TCP FIN-ACK
192.168.100.65,nymassagezone.com,DNS
192.31.80.30,nymassagezone.com,DNS
192.168.100.65,nymassagezone.com,DNS
97.74.102.43,nymassagezone.com,DNS
208.109.243.10,192.168.100.65,TCP FIN-ACK
192.168.100.65,208.109.243.10,TCP FIN-ACK
192.168.100.65,pojomusic.com,DNS
192.54.112.30,pojomusic.com,DNS
